best_ind,error_type,method,seed,abs_error,squared_error,MSE_error,mean_abs_error,execution_time,ABS_Fitness,SQUARED_Fitness,MSE_Fitness,MABS_Fitness
"Individual (fitness=inf, coeffs={'A': {'E': {'n': val=1.2603717148094724, 'k': val=0.3307292176168319, '-': True}, 'tau': val=1.0714680943367387}, 'B': {'A': {'n': val=0.00041891568965390924, 'k': val=0.1735380819545601, '-': False}, 'C': {'n': val=0.02080293311242283, 'k': val=0.6372777791329611, '-': False}, 'tau': val=3.2015512818543734}, 'C': {'A': {'n': val=5.776766493998475, 'k': val=0.43344851674472223, '-': False}, 'C': {'n': val=30.0, 'k': val=0.996888101759009, '-': False}, 'E': {'n': val=8.567674103880538, 'k': val=0.9992266700524167, '-': False}, 'tau': val=0.7826057749800003}, 'D': {'E': {'n': val=3.2116180635450338, 'k': val=0.45502200666171133, '-': True}, 'tau': val=1.1535421500446856}, 'E': {'A': {'n': val=0.8570726869191927, 'k': val=0.26465387855120276, '-': False}, 'E': {'n': val=18.800323086059095, 'k': val=0.639633847353629, '-': False}, 'tau': val=1.9750957315979774}}, ind_size=23)",SQUARED,RK45,7,,,,,9613.901679039001,603.7264990041251,26.155364837661185,0.9635255067481173,0.8503190126818665
