method,error_type,ABS_Fitness_mean,ABS_Fitness_std,ABS_Fitness_max,ABS_Fitness_min,SQUARED_Fitness_mean,SQUARED_Fitness_std,SQUARED_Fitness_max,SQUARED_Fitness_min,MSE_Fitness_mean,MSE_Fitness_std,MSE_Fitness_max,MSE_Fitness_min,MABS_Fitness_mean,MABS_Fitness_std,MABS_Fitness_max,MABS_Fitness_min,execution_time_mean
RK45,ABS,29.332317969762006,1.0573788332506435,31.09749488270033,27.93798808479462,2.3619039100466948,0.10556797552910824,2.543418410298921,2.181222761658955,0.022354480872021732,0.0019868958385580405,0.0258759088393899,0.0190309309439164,0.11732927187904796,0.004229515333002586,0.1243899795308013,0.1117519523391784,3610.315137767792
RK45,MABS,33.030958377750025,3.0421368355522125,38.77831540516287,27.93798808479462,2.6762562934835272,0.27074836478869346,3.0409435597654086,2.2227072627171114,0.028913287830969404,0.005705566473811122,0.0369893509347148,0.0197617103029415,0.13212383351100004,0.012168547342208853,0.1551132616206514,0.1117519523391784,3615.248050880432
RK45,MSE,30.353895850907527,2.445750224583264,33.61322057693984,26.927827111816192,2.3956110428116473,0.24015778557500428,2.7608771803774714,2.070346298412712,0.02316344181686463,0.00462191613502576,0.0304897712205162,0.0171453351814048,0.12141558340363005,0.009783000898333038,0.1344528823077593,0.1077113084472648,3615.4806166410444
RK45,SQUARED,29.97349286902757,2.3146922897666298,33.61322057693984,26.927827111816192,2.343355846043237,0.20385418748582326,2.6593056554220684,2.070346298412712,0.02211486999185982,0.003864032280579638,0.0282876262758391,0.0171453351814048,0.11989397147611022,0.009258769159066501,0.1344528823077593,0.1077113084472648,3610.4977490901947
