best_ind,error_type,solver,seed,ABS_Fitness,SQUARED_Fitness,MSE_Fitness,MABS_Fitness,execution_time,model,method,parallel,run_id
"Individual(fitness=inf, coeffs={'A': {'E': {'n': val=23.195554512602637, 'k': val=0.7131444699662787, '-': True}, 'tau': val=1.6393624424913633}, 'B': {'A': {'n': val=5.106283367684998, 'k': val=0.5267239585753336, '-': False}, 'tau': val=1.9170239774712616}, 'C': {'B': {'n': val=2.978956477604253, 'k': val=0.35831771811471513, '-': False}, 'tau': val=1.8490010865016462}, 'D': {'C': {'n': val=4.902403468285922, 'k': val=0.5181265000692813, '-': False}, 'tau': val=2.3637408531148187}, 'E': {'D': {'n': val=23.60746763431232, 'k': val=0.37236500058333954, '-': False}, 'B': {'n': val=7.576314259556029, 'k': val=0.24435103142951842, '-': False}, 'E': {'n': val=29.718108796004152, 'k': val=1.6919998790671955, '-': False}, 'tau': val=3.655908450789619}}, ind_size=19)",SQUARED,ODEINT,0,23.431829615514943,1.816924688143276,0.01320486128953817,0.09372731846205971,5815.103622674942,GRN5,DE,False,GRN5_DE_SERIAL_20250709_091942
"Individual(fitness=inf, coeffs={'A': {'E': {'n': val=23.195554512602637, 'k': val=0.7131444699662787, '-': True}, 'tau': val=1.6393624424913633}, 'B': {'A': {'n': val=5.106283367684998, 'k': val=0.5267239585753336, '-': False}, 'tau': val=1.9170239774712616}, 'C': {'B': {'n': val=2.978956477604253, 'k': val=0.35831771811471513, '-': False}, 'tau': val=1.8490010865016462}, 'D': {'C': {'n': val=4.902403468285922, 'k': val=0.5181265000692813, '-': False}, 'tau': val=2.3637408531148187}, 'E': {'D': {'n': val=23.60746763431232, 'k': val=0.37236500058333954, '-': False}, 'B': {'n': val=7.576314259556029, 'k': val=0.24435103142951842, '-': False}, 'E': {'n': val=29.718108796004152, 'k': val=1.6919998790671955, '-': False}, 'tau': val=3.655908450789619}}, ind_size=19)",MSE,ODEINT,0,23.431829615514943,1.816924688143276,0.01320486128953817,0.09372731846205971,5650.189524412155,GRN5,DE,False,GRN5_DE_SERIAL_20250709_091942
"Individual(fitness=inf, coeffs={'A': {'E': {'n': val=16.97991216188443, 'k': val=0.6845495811117054, '-': True}, 'tau': val=1.6415018069614964}, 'B': {'A': {'n': val=6.814591758943163, 'k': val=0.5290828118583927, '-': False}, 'tau': val=1.9864227901615306}, 'C': {'B': {'n': val=2.9702540835477507, 'k': val=0.3627511546347741, '-': False}, 'tau': val=1.434395940566537}, 'D': {'C': {'n': val=7.691274275698333, 'k': val=0.5841946745387937, '-': False}, 'tau': val=2.9686174685805296}, 'E': {'D': {'n': val=21.863976003600275, 'k': val=0.3269574956330173, '-': False}, 'B': {'n': val=6.970284708596907, 'k': val=0.26349278455858544, '-': False}, 'E': {'n': val=7.280916958507841, 'k': val=1.9146555946671662, '-': False}, 'tau': val=3.6672816399477663}}, ind_size=19)",SQUARED,ODEINT,1,23.042657218776984,1.777137479608683,0.01263287048571961,0.09217062887510791,9621.961116075516,GRN5,DE,False,GRN5_DE_SERIAL_20250709_091942
"Individual(fitness=inf, coeffs={'A': {'E': {'n': val=16.97991216188443, 'k': val=0.6845495811117054, '-': True}, 'tau': val=1.6415018069614964}, 'B': {'A': {'n': val=6.814591758943163, 'k': val=0.5290828118583927, '-': False}, 'tau': val=1.9864227901615306}, 'C': {'B': {'n': val=2.9702540835477507, 'k': val=0.3627511546347741, '-': False}, 'tau': val=1.434395940566537}, 'D': {'C': {'n': val=7.691274275698333, 'k': val=0.5841946745387937, '-': False}, 'tau': val=2.9686174685805296}, 'E': {'D': {'n': val=21.863976003600275, 'k': val=0.3269574956330173, '-': False}, 'B': {'n': val=6.970284708596907, 'k': val=0.26349278455858544, '-': False}, 'E': {'n': val=7.280916958507841, 'k': val=1.9146555946671662, '-': False}, 'tau': val=3.6672816399477663}}, ind_size=19)",MSE,ODEINT,1,23.042657218776984,1.777137479608683,0.01263287048571961,0.09217062887510791,9668.422724723816,GRN5,DE,False,GRN5_DE_SERIAL_20250709_091942
"Individual(fitness=inf, coeffs={'A': {'E': {'n': val=19.61308529653212, 'k': val=0.6832671964225218, '-': True}, 'tau': val=1.6234496583661309}, 'B': {'A': {'n': val=6.834625706258516, 'k': val=0.5451318537363193, '-': False}, 'tau': val=2.022192894164596}, 'C': {'B': {'n': val=2.5226481954456723, 'k': val=0.34384654716473073, '-': False}, 'tau': val=1.4541071708706774}, 'D': {'C': {'n': val=7.279845938281227, 'k': val=0.5876635215182214, '-': False}, 'tau': val=2.7979107008850597}, 'E': {'D': {'n': val=19.33304751806076, 'k': val=0.3552374031306603, '-': False}, 'B': {'n': val=5.221903255948195, 'k': val=0.2587522058757171, '-': False}, 'E': {'n': val=22.506467576144146, 'k': val=1.3445208516709626, '-': False}, 'tau': val=3.5448287030433767}}, ind_size=19)",SQUARED,ODEINT,2,24.134574203321307,1.8648593366839439,0.013910801382469121,0.09653829681328524,5141.300388813019,GRN5,DE,False,GRN5_DE_SERIAL_20250709_091942
"Individual(fitness=inf, coeffs={'A': {'E': {'n': val=19.61308529653212, 'k': val=0.6832671964225218, '-': True}, 'tau': val=1.6234496583661309}, 'B': {'A': {'n': val=6.834625706258516, 'k': val=0.5451318537363193, '-': False}, 'tau': val=2.022192894164596}, 'C': {'B': {'n': val=2.5226481954456723, 'k': val=0.34384654716473073, '-': False}, 'tau': val=1.4541071708706774}, 'D': {'C': {'n': val=7.279845938281227, 'k': val=0.5876635215182214, '-': False}, 'tau': val=2.7979107008850597}, 'E': {'D': {'n': val=19.33304751806076, 'k': val=0.3552374031306603, '-': False}, 'B': {'n': val=5.221903255948195, 'k': val=0.2587522058757171, '-': False}, 'E': {'n': val=22.506467576144146, 'k': val=1.3445208516709626, '-': False}, 'tau': val=3.5448287030433767}}, ind_size=19)",MSE,ODEINT,2,24.134574203321307,1.8648593366839439,0.013910801382469121,0.09653829681328524,5121.129789829254,GRN5,DE,False,GRN5_DE_SERIAL_20250709_091942
"Individual(fitness=inf, coeffs={'A': {'E': {'n': val=20.45958664756921, 'k': val=0.7046918180750507, '-': True}, 'tau': val=1.6354855711058476}, 'B': {'A': {'n': val=6.507193901112597, 'k': val=0.5375194139528534, '-': False}, 'tau': val=2.1284319165618855}, 'C': {'B': {'n': val=2.185905516563883, 'k': val=0.40193883926466256, '-': False}, 'tau': val=1.351518970211946}, 'D': {'C': {'n': val=4.902556310653777, 'k': val=0.5394972899737814, '-': False}, 'tau': val=2.143069067700854}, 'E': {'D': {'n': val=20.542208906813816, 'k': val=0.3902048773323321, '-': False}, 'B': {'n': val=4.049362665377966, 'k': val=0.2694089850279928, '-': False}, 'E': {'n': val=9.124068948820113, 'k': val=1.9819127481966468, '-': False}, 'tau': val=3.352734108518992}}, ind_size=19)",SQUARED,ODEINT,3,24.55315497607399,1.874007624868884,0.014047618312266863,0.09821261990429597,7590.727164268494,GRN5,DE,False,GRN5_DE_SERIAL_20250709_091942
"Individual(fitness=inf, coeffs={'A': {'E': {'n': val=20.45958664756921, 'k': val=0.7046918180750507, '-': True}, 'tau': val=1.6354855711058476}, 'B': {'A': {'n': val=6.507193901112597, 'k': val=0.5375194139528534, '-': False}, 'tau': val=2.1284319165618855}, 'C': {'B': {'n': val=2.185905516563883, 'k': val=0.40193883926466256, '-': False}, 'tau': val=1.351518970211946}, 'D': {'C': {'n': val=4.902556310653777, 'k': val=0.5394972899737814, '-': False}, 'tau': val=2.143069067700854}, 'E': {'D': {'n': val=20.542208906813816, 'k': val=0.3902048773323321, '-': False}, 'B': {'n': val=4.049362665377966, 'k': val=0.2694089850279928, '-': False}, 'E': {'n': val=9.124068948820113, 'k': val=1.9819127481966468, '-': False}, 'tau': val=3.352734108518992}}, ind_size=19)",MSE,ODEINT,3,24.55315497607399,1.874007624868884,0.014047618312266863,0.09821261990429597,7582.476598262787,GRN5,DE,False,GRN5_DE_SERIAL_20250709_091942
"Individual(fitness=inf, coeffs={'A': {'E': {'n': val=19.45552585087622, 'k': val=0.6893393274575367, '-': True}, 'tau': val=1.674854251231844}, 'B': {'A': {'n': val=6.004726030365383, 'k': val=0.535345785383375, '-': False}, 'tau': val=1.912715086760963}, 'C': {'B': {'n': val=2.965551574929256, 'k': val=0.3659368475990194, '-': False}, 'tau': val=1.6131556224790438}, 'D': {'C': {'n': val=6.717875159318826, 'k': val=0.5634906875139072, '-': False}, 'tau': val=2.593296731543402}, 'E': {'D': {'n': val=21.987396164012438, 'k': val=0.30354056831334353, '-': False}, 'B': {'n': val=6.278072247123015, 'k': val=0.28805966805078265, '-': False}, 'E': {'n': val=5.086223936655422, 'k': val=1.4892413214446099, '-': False}, 'tau': val=3.923918254707375}}, ind_size=19)",SQUARED,ODEINT,4,24.04575722522671,1.8464588053571467,0.013637640479523764,0.09618302890090684,6607.557792663574,GRN5,DE,False,GRN5_DE_SERIAL_20250709_091942
"Individual(fitness=inf, coeffs={'A': {'E': {'n': val=19.45552585087622, 'k': val=0.6893393274575367, '-': True}, 'tau': val=1.674854251231844}, 'B': {'A': {'n': val=6.004726030365383, 'k': val=0.535345785383375, '-': False}, 'tau': val=1.912715086760963}, 'C': {'B': {'n': val=2.965551574929256, 'k': val=0.3659368475990194, '-': False}, 'tau': val=1.6131556224790438}, 'D': {'C': {'n': val=6.717875159318826, 'k': val=0.5634906875139072, '-': False}, 'tau': val=2.593296731543402}, 'E': {'D': {'n': val=21.987396164012438, 'k': val=0.30354056831334353, '-': False}, 'B': {'n': val=6.278072247123015, 'k': val=0.28805966805078265, '-': False}, 'E': {'n': val=5.086223936655422, 'k': val=1.4892413214446099, '-': False}, 'tau': val=3.923918254707375}}, ind_size=19)",MSE,ODEINT,4,24.04575722522671,1.8464588053571467,0.013637640479523764,0.09618302890090684,6619.927077770233,GRN5,DE,False,GRN5_DE_SERIAL_20250709_091942
